CUSTOMER_CDE,SNAPSHOT,SEGMENTATION,TOI_DP,TOI_LN,TOI_FEE,TOI_FX,TOI_TOTAL,ACTUAL_BAL_LCL_D0,AVG_AMT_LCL_D0,ACTUAL_BAL_LCL_CASA_D0,AVG_AMT_LCL_CASA_D0,ACTUAL_BAL_LCL_SAVING_D0,AVG_AMT_LCL_SAVING_D0,score
16665171,S9,MSME,30516.289345,0.0,970000,0.0,1000516.289345,56286.0,333352.666665,56286.0,333352.666665,,,-102.99999
16706664,S9,MSME,368167.231017,0.0,824000,0.0,1192167.231017,993427.0,1116538.066667,993427.0,1116538.066667,,,-90.163492
16712999,S9,MSME,231310.365979,0.0,777000,0.0,1008310.365979,980660.0,1088373.966666,980660.0,1088373.966666,,,-94.514814
16310592,S9,MSME,1446356.271854,0.0,1791396,0.0,3237752.271854,33469235.0,22265020.633332,32271891.0,21067676.633332,1197344.0,1197344.0,-14.795514
19355045,S9,MSME,421741.585368,0.0,679856,0.0,1101597.585368,10185655.0,14059579.800001,10185655.0,14059579.800001,,,-31.289672
19324521,S9,NONE,1613703.756508,0.0,0,0.0,1613703.756508,24330462.0,24328541.233333,24330462.0,24328541.233333,,,-11.512507
19833416,S9,NONE,238762.427439,0.0,510000,0.0,748762.427439,4386.0,96786.0,4386.0,96786.0,,,-97.90571
19807773,S9,NONE,700749.975129,0.0,1643850,0.0,2344599.975129,35453.0,21198698.899999,35453.0,21198698.899999,,,-43.318211
19820339,S9,SME,23272365.122588,88553835.616542,26010000,0.0,137836200.73913,591784890.0,1122256580.966666,591784890.0,1122256580.966666,,,91.820522
14005426,S9,MSME,11339593.533678,0.0,3036538,0.0,14376131.533678,63351560.0,145062202.899999,63351560.0,145062202.899999,,,17.612188
13795779,S9,MSME,1890126.15601,0.0,594000,0.0,2484126.15601,391882959.0,196027011.566666,391882959.0,196027011.566666,,,39.935666
13784207,S9,SME,6697575.00566,0.0,1887576,0.0,8585151.00566,15701892.0,129414268.933333,14697662.0,128414127.933333,1004230.0,1000141.0,9.195839
13769433,S9,MSME,104050.090479,0.0,5995656,22987960.1,29087666.190479,124360.0,101526.666667,124360.0,101526.666667,,,-65.379182
15347926,S9,MSME,490842.938207,0.0,747000,0.0,1237842.938207,24766370.0,26047957.300002,24766370.0,26047957.300002,,,-20.310961
19386926,S9,MSME,20453.586276,24668753.42466,890000,0.0,25579207.010936,1036386.0,1036386.0,36386.0,36386.0,1000000.0,1000000.0,-98.611015
20197960,S9,SME,597014.712467,47019726.027504,3325000,0.0,50941740.739971,869555.0,871286.466668,869555.0,871286.466668,,,-75.878571
20226616,S9,MSME,1408877.872152,0.0,2769848,14605464.0,18784189.872152,19789651.0,19838674.366667,19789651.0,19838674.366667,,,1.966153
54080,S9,USME,28823.224591,0.0,534000,0.0,562823.224591,825652.0,825358.666667,825652.0,825358.666667,,,-108.859706
19608405,S9,SME,1033371.194954,86867123.287462,70109800,0.0,158010294.482416,1491131.0,23833317.266669,1491131.0,23833317.266669,,,-24.389273
18912448,S9,SME,2971603.86252,283683632.876756,22625454,0.0,309280690.739276,1372346366.0,74104043.466668,1372346366.0,74104043.466668,,,52.695868
20032007,S9,NONE,2833807.473534,0.0,99000,0.0,2932807.473534,46195034.0,64563231.033332,46195034.0,64563231.033332,,,-6.576666
20070737,S9,NONE,460001.567014,0.0,988000,0.0,1448001.567014,66927.0,7649027.166668,66927.0,7649027.166668,,,-58.517386
18945918,S9,NONE,14564708.202124,0.0,0,0.0,14564708.202124,69371609.0,69613185.900001,68371609.0,68613185.900001,1000000.0,1000000.0,4.182319
20074952,S9,NONE,324387.841024,0.0,898000,0.0,1222387.841024,1108550.0,1517674.766666,1108550.0,1517674.766666,,,-85.60471
20050977,S9,MSME,1020985.759166,0.0,396000,0.0,1416985.759166,846147.0,59273486.6,846147.0,59273486.6,,,-48.158066
11234130,S9,MSME,1572505.803204,0.0,396000,0.0,1968505.803204,62371013.0,35797371.1,62371013.0,35797371.1,,,-8.627352
20075794,S9,NONE,3091316.178781,0.0,297000,0.0,3388316.178781,91320415.0,89818976.533335,91320415.0,89818976.533335,,,6.063258
20032716,S9,NONE,59160.947398,0.0,693000,0.0,752160.947398,3774419.0,2463450.2,3774419.0,2463450.2,,,-57.040536
20054233,S9,NONE,57649991.77237,0.0,1466700,0.0,59116691.77237,2655789637.0,1443116888.700001,2653742861.0,1441074039.700001,2046776.0,2042849.0,77.854826
19521553,S9,NONE,7161310.142139,0.0,99000,0.0,7260310.142139,37358076.0,122271694.333333,37358076.0,122271694.333333,,,9.38099
3396462,S9,MSME,43735.613529,94007787.67141,2289915,0.0,96341438.284939,716.0,5521693.866668,716.0,5521693.866668,,,-61.910242
19083217,S9,NONE,12778.407434,0.0,0,0.0,12778.407434,534851.0,534851.0,8400.0,8400.0,526451.0,526451.0,-116.593861
19562842,S9,MSME,249086.131628,0.0,1586000,0.0,1835086.131628,4742142.0,4843480.4,3693750.0,3795088.4,1048392.0,1048392.0,-46.774316
19530655,S9,MSME,3613263.625226,0.0,327000,0.0,3940263.625226,116347115.0,125803599.633334,116347115.0,125803599.633334,,,6.259174
20096215,S9,NONE,1007933.716122,0.0,803455,0.0,1811388.716122,24790481.0,34045944.533333,24790481.0,34045944.533333,,,-12.310184
20104192,S9,NONE,15757861.859666,0.0,3454000,0.0,19211861.859666,165584854.0,123762554.933335,165584854.0,123762554.933335,,,41.336456
20087066,S9,NONE,6673902.275639,0.0,521500,0.0,7195402.275639,193705628.0,204109507.200001,193705628.0,204109507.200001,,,37.576066
19889817,S9,NONE,171924.961818,13594203.7672,1386000,0.0,15152128.729018,1840080.0,1901291.966666,1840080.0,1901291.966666,,,-40.587385
12662581,S9,MSME,522089.739318,0.0,871200,0.0,1393289.739318,6423121.0,3006051.333334,5423121.0,2006051.333334,1000000.0,1000000.0,-50.373065
16882642,S9,MSME,2784734.583848,0.0,563994,0.0,3348728.583848,186746743.0,111759701.733334,186746743.0,111759701.733334,,,17.01035
11765709,S9,MSME,19937212.928846,0.0,692000,0.0,20629212.928846,6869852.0,6913388.866667,5869852.0,5913388.866667,1000000.0,1000000.0,-13.848809
15604596,S9,MSME,18916.622314,0.0,0,0.0,18916.622314,1084608.0,1043774.666667,35608.0,35608.0,1049000.0,1008166.666667,-117.26971
18522267,S9,MSME,2109358.402182,165233972.602848,990000,0.0,168333331.00503,27205974.0,22220900.566668,26164384.0,21186153.266669,1041590.0,1034747.299999,-2.377071
20101913,S9,NONE,8740659.802682,0.0,9942482,8543212.0,27226353.802682,490823647.0,279271915.300002,490823647.0,279271915.300002,,,63.414491
20104835,S9,NONE,151815.718418,0.0,1122000,0.0,1273815.718418,444885.0,3101693.666667,444885.0,3101693.666667,,,-70.404445
2432313,S9,USME,2774830346.41509,0.0,467793738,14191457400.0,17434081484.41509,25101242415.3,26472399277.686665,3128913265.3,4598517244.619999,21972329150.0,21873882033.06667,149.918775
20107413,S9,MSME,2595653.553412,0.0,22171054,28587700.0,53354407.553412,266504465.59,108176035.736002,266504465.59,108176035.736002,,,45.525833
13529461,S9,MSME,21541167.48279,183336985.185324,24417906,0.0,231077151.452631,197785908.0,131931426.500001,197785908.0,131931426.500001,,,55.863039
20136779,S9,NONE,943143.705531,0.0,615000,0.0,1558143.705531,11685523.0,7938196.066666,11685523.0,7938196.066666,,,-24.316277
13712355,S9,SME,18120.139818,0.0,650000,0.0,668120.139818,879537.0,930870.333333,879537.0,930870.333333,,,-112.65905
16913236,S9,MSME,5999993.209852,59337643.83531,990000,0.0,66327637.045162,1320194.0,1976002.666667,269024.0,924832.666667,1051170.0,1051170.0,-59.77188
16344834,S9,MSME,16723.653458,0.0,0,0.0,16723.653458,1220063.0,1220063.0,107951.0,107951.0,1112112.0,1112112.0,-120.792035
613868,S9,SME,115714.891433,0.0,3481669,0.0,3597383.891433,256747.0,5904590.066666,256747.0,5904590.066666,,,-56.108912
17418184,S9,NONE,43109.189254,0.0,891000,0.0,934109.189254,1229446.0,473279.333334,1229446.0,473279.333334,,,-93.427821
7742453,S9,MSME,10551.59276,0.0,768000,0.0,778551.59276,132146.0,132148.833333,132146.0,132148.833333,,,-110.036427
20903472,S9,MSME,67211.271354,0.0,418000,0.0,485211.271354,2889150.0,3082945.433334,2889150.0,3082945.433334,,,-58.469957
20904450,S9,MSME,15265.413305,0.0,298000,0.0,313265.413305,836232.0,989205.333333,836232.0,989205.333333,,,-113.340071
20896269,S9,MSME,403311.631122,0.0,149000,0.0,552311.631122,41467403.0,30413252.333333,41467403.0,30413252.333333,,,-27.081425
12897881,S9,MSME,390138.18372,0.0,590000,0.0,980138.18372,14785976.0,22828292.199999,14785976.0,22828292.199999,,,-23.414893
20709867,S9,NONE,1788046.863032,0.0,276000,0.0,2064046.863032,72008604.0,53742667.566667,72008604.0,53742667.566667,,,-6.769504
20708553,S9,NONE,428239.075582,0.0,110000,0.0,538239.075582,7232.0,390232.000002,7232.0,390232.000002,,,-98.616814
20701284,S9,NONE,5661593.237978,0.0,818000,0.0,6479593.237978,5269656.0,71008008.700001,5269656.0,71008008.700001,,,-10.208942
10675128,S9,MSME,24511.198624,0.0,0,0.0,24511.198624,1041295.0,1039537.999999,3376.0,3376.0,1037919.0,1036161.999999,-117.26971
15350256,S9,NONE,109825.353721,0.0,630000,0.0,739825.353721,3527761.0,3617999.766667,3527761.0,3617999.766667,,,-55.391774
18682268,S9,MSME,43445.223556,0.0,693000,0.0,736445.223556,1214707.0,1313387.266666,1214707.0,1313387.266666,,,-101.474059
18589695,S9,MSME,40213.629894,7732054.794528,993000,0.0,8765268.424422,1181828.0,704317.233333,1181828.0,704317.233333,,,-82.256248
18662873,S9,MSME,723832.991725,8548643.835605,350000,0.0,9622476.82733,19417699.0,11257822.3,19417699.0,11257822.3,,,-19.342834
18714005,S9,SME,42740944.459778,0.0,1047137,0.0,43788081.459778,473345001.0,1085190459.833334,473345001.0,1085190459.833334,,,78.836429
3552807,S9,SME,345173.193313,0.0,805000,0.0,1150173.193313,11570987.0,11685100.733333,11570987.0,11685100.733333,,,-29.76311
8196065,S9,MSME,408536.985977,0.0,840000,0.0,1248536.985977,2997609.0,3120561.533333,2997609.0,3120561.533333,,,-48.808152
2709770,S9,NONE,326444.460104,0.0,300000,0.0,626444.460104,236096.0,75705.133332,236096.0,75705.133332,,,-93.486688
14193998,S9,MSME,564332.354982,69784109.588953,1656000,0.0,72004441.943935,2175964.0,1386117.066667,2175964.0,1386117.066667,,,-54.435827
14232944,S9,MSME,3079195.712914,0.0,2020182,0.0,5099377.712914,199945904.0,193659136.033335,199945904.0,193659136.033335,,,32.213079
16432597,S9,USME,8982355.784388,2894975939.709555,12476463,0.0,2916434758.493943,2510041250.0,99779755.700001,2508941760.0,98680265.700001,1099490.0,1099490.0,55.901754
16323993,S9,MSME,659836.871348,0.0,945000,0.0,1604836.871348,16198881.0,18848216.966666,16198881.0,18848216.966666,,,-12.327225
9758771,S9,SME,36638923.301192,22923972.602819,5588551,0.0,65151446.904011,421608434.0,1088003151.666668,421608434.0,1088003151.666668,,,81.529698
17085727,S9,MSME,854482.586421,0.0,356000,0.0,1210482.586421,29005512.0,32436268.2,29005512.0,32436268.2,,,-15.362878
17052370,S9,MSME,12092322.877336,0.0,5280000,0.0,17372322.877336,150068936.0,98778201.466667,148963135.0,97672400.466667,1105801.0,1105801.0,28.500149
20822330,S9,NONE,925117.062455,0.0,607000,0.0,1532117.062455,39554173.0,39745054.9,39554173.0,39745054.9,,,-14.215705
20893726,S9,MSME,224882.04372,0.0,262000,0.0,486882.04372,113280.0,534167.433336,113280.0,534167.433336,,,-102.798444
15784618,S9,MSME,8849915.381825,0.0,100900972,0.0,109750887.381825,5020458.0,248910115.266667,5020458.0,248910115.266667,,,26.783539
15859663,S9,MSME,7267617.152192,24844931.506766,3226000,0.0,35338548.658958,43008397.0,120706180.299999,43008397.0,120706180.299999,,,11.957052
20631373,S9,NONE,1183831.0965,0.0,745000,0.0,1928831.0965,18520824.0,81924534.533333,18520824.0,81924534.533333,,,-5.844113
20255398,S9,MSME,3986091.14313,0.0,2394373,0.0,6380464.14313,310271877.0,197328515.333334,310271877.0,197328515.333334,,,32.787426
16346220,S9,MSME,36081.232143,0.0,178000,0.0,214081.232143,1009081.0,1526186.833333,1009081.0,1526186.833333,,,-101.474059
16374135,S9,MSME,18869.620873,3408144.744997,0,0.0,3427014.36587,202491.0,789786.999999,202491.0,789786.999999,,,-102.138807
16374677,S9,MSME,327036.04693,0.0,7129961,7571913.3,15028910.34693,10988013.0,11078956.033333,10988013.0,11078956.033333,,,-7.671973
17871335,S9,MSME,564258.294818,0.0,455000,0.0,1019258.294818,5301120.0,8500510.966667,5301120.0,8500510.966667,,,-37.908022
20211680,S9,NONE,1524100.920923,0.0,700000,0.0,2224100.920923,28207863.0,17782961.9,28207863.0,17782961.9,,,-13.029
20212408,S9,NONE,10840403.062908,0.0,1217446,0.0,12057849.062908,420014162.0,545750453.033332,420014162.0,545750453.033332,,,71.659027
18196529,S9,MSME,484985.095803,0.0,1403455,0.0,1888440.095803,55110331.0,20692693.366668,55110331.0,20692693.366668,,,-10.797791
17741798,S9,MSME,6921205.583333,0.0,350000,0.0,7271205.583333,214128625.0,205748444.366666,214128625.0,205748444.366666,,,36.900217
18119380,S9,SME,6439393.402681,0.0,198000,0.0,6637393.402681,39737.0,39737.0,39737.0,39737.0,,,-70.930838
16845598,S9,MSME,39247.390008,36941369.863041,949364,0.0,37929981.253049,396884.0,564053.166666,396884.0,564053.166666,,,-82.198467
17449300,S9,MSME,340192.720225,0.0,693000,0.0,1033192.720225,11451225.0,11544247.633334,11451225.0,11544247.633334,,,-31.289672
17378677,S9,MSME,114571.752626,82883534.24652,785000,0.0,83783105.999146,5989877.0,2100179.466666,5989877.0,2100179.466666,,,-41.609731
18577047,S9,MSME,23546.038841,0.0,636000,0.0,659546.038841,35935.0,35935.0,35935.0,35935.0,,,-110.036427
15869861,S9,MSME,2688.250029,3568890.411005,466000,0.0,4037578.661034,1498.0,1498.0,1498.0,1498.0,,,-99.462249
1704269,S9,SME,676858.230318,6748600.816992,1260000,0.0,8685459.04731,10042549.0,10133395.033334,8894837.0,8986522.633334,1147712.0,1146872.4,-23.126823
3119902,S9,SME,460453.026639,103235380.336231,9294193,0.0,112990026.36287,3928594.0,4019648.333333,3928594.0,4019648.333333,,,-28.747788
306344,S9,SME,728826.693824,2643810.245076,6342234,2620983.6,12335854.5389,10032389.0,10031591.5,10032389.0,10031591.5,,,-8.152324
10049108,S9,MSME,1788923.231014,0.0,272000,0.0,2060923.231014,23195763.0,29859409.76667,23195763.0,29859409.76667,,,-13.704849
10137574,S9,USME,25554808.678342,481686479.949933,12280690,0.0,519521978.628275,1500752065.0,627559068.133334,1500752065.0,627559068.133334,,,88.841601
10135178,S9,NONE,47348.693377,0.0,600000,0.0,647348.693377,1509051.0,1555427.266667,1509051.0,1555427.266667,,,-100.79821
125255,S9,DNL,12801323.143148,0.0,1533149,0.0,14334472.143148,484927173.0,505999665.0,484927173.0,505999665.0,,,73.620441
16317752,S9,MSME,1460978.289093,0.0,758182,0.0,2219160.289093,10555028.0,11890469.5,10555028.0,11890469.5,,,-23.838019
17115756,S9,USME,442035.698719,250479866.110449,5958000,0.0,259086207.079888,8383249.0,6676751.533334,8383249.0,6676751.533334,,,-5.398137
16549773,S9,MSME,347945713.787902,0.0,0,0.0,347945713.787902,12187372950.0,12166156528.333332,12187372950.0,12166156528.333332,,,74.53895
16557637,S9,SME,350507.886957,0.0,1087485,0.0,1437992.886957,12072956.0,2131444.333333,12072956.0,2131444.333333,,,-35.174696
8617513,S9,MSME,3018703.512018,29931051.456845,7896412,8373000.0,49219166.968863,301660254.0,21300518.100001,301660254.0,21300518.100001,,,25.619555
10062013,S9,MSME,37963.298043,34038630.136984,998182,0.0,36036452.260798,3978589.0,3478653.0,3978589.0,3478653.0,,,-38.440793
12984702,S9,SME,4224654.191336,62005302.13705,18640182,0.0,84870138.328386,128936824.0,294522778.566666,128936824.0,294522778.566666,,,38.220018
12656719,S9,NONE,30007.433554,0.0,0,0.0,30007.433554,1044479.0,1033196.833333,1044479.0,1033196.833333,,,-115.930258
12688984,S9,MSME,1597304.831567,0.0,1940000,0.0,3537304.831567,6559880.0,28146630.300001,6559880.0,28146630.300001,,,-16.654007
2302876,S9,MSME,8671.122321,30268493.150645,940000,0.0,31217164.272966,79186.0,70584.566667,79186.0,70584.566667,,,-90.760835
2398277,S9,MSME,139967.102358,0.0,760000,0.0,899967.102358,10284382.0,7145681.233335,10284382.0,7145681.233335,,,-42.165842
6296866,S9,SME,78484098.988058,7450520.547982,0,0.0,85934619.53604,2464252140.0,3652281713.333334,2464252140.0,3652281713.333334,,,76.351245
5778399,S9,MSME,1988393.816116,0.0,1913455,0.0,3901848.816116,124121460.0,59066072.2,124121460.0,59066072.2,,,4.633927
20842925,S9,NONE,351615.667285,0.0,446000,0.0,797615.667285,914611.0,35663283.033333,914611.0,35663283.033333,,,-59.955306
16880042,S9,MSME,646.732067,10704331.326055,299000,0.0,11003978.058122,32244.0,14374.200002,32244.0,14374.200002,,,-94.701549
16869702,S9,MSME,714330.792492,0.0,693000,0.0,1407330.792492,86147224.0,34355347.200001,86147224.0,34355347.200001,,,-7.905056
17837279,S9,SME,3187.745368,119958904.109614,0,0.0,119878860.313717,107729.0,107729.0,107729.0,107729.0,,,-87.732495
17666814,S9,MSME,433582.719623,0.0,817455,0.0,1251037.719623,5455636.0,6233407.733333,5455636.0,6233407.733333,,,-37.062481
17649633,S9,MSME,1379851.321632,0.0,1326276,0.0,2706127.321632,110311836.0,30308077.100002,110311836.0,30308077.100002,,,-0.313495
10677413,S9,MSME,17093705.471605,0.0,135455,0.0,17229160.471605,775981809.0,757188843.1,775981809.0,757188843.1,,,74.223657
10668203,S9,MSME,10391859.658904,0.0,1668000,0.0,12059859.658904,405602191.0,374988064.033334,405602191.0,374988064.033334,,,67.30296
14487963,S9,SME,402717.288163,0.0,4435478,1667462.12,6505657.408163,347150.0,417990.0,347150.0,417990.0,,,-73.599643
19609143,S9,MSME,1816815.741691,18954103.043393,7825934,0.0,28596852.785084,69679409.0,51422000.133333,69679409.0,51422000.133333,,,6.029672
9955776,S9,MSME,10897483.110332,0.0,1072116,0.0,11969599.110332,299476071.0,302241923.733335,299476071.0,302241923.733335,,,40.831968
11990077,S9,MSME,272119.174091,0.0,1043000,0.0,1315119.174091,8623630.0,8920798.100001,8623630.0,8920798.100001,,,-30.066979
12079977,S9,NONE,20990.252471,0.0,0,0.0,20990.252471,718169.0,709368.199999,718169.0,709368.199999,,,-115.930258
8613906,S9,USME,2495435.805397,0.0,590455,0.0,3085890.805397,10588163.0,42052082.333332,10588163.0,42052082.333332,,,-6.511605
19987345,S9,MSME,109063.299758,24745904.109608,2603182,0.0,27458149.409366,97321.0,769243.666668,97321.0,769243.666668,,,-80.043847
20007779,S9,NONE,118572.386184,0.0,679000,0.0,797572.386184,4568957.0,4666119.133334,4568957.0,4666119.133334,,,-57.45168
12270109,S9,MSME,11766.862316,0.0,0,0.0,11766.862316,1081383.0,1081138.933332,,,1081383.0,1081138.933332,-100.698831
15159179,S9,MSME,1088025.14866,32468493.150908,2413500,0.0,35970018.299568,23925144.0,26197622.233333,22819343.0,25091821.233333,1105801.0,1105801.0,-12.246612
11452056,S9,USME,1187250.481052,58195890.41091,1240000,0.0,60623140.891962,28132914.0,28346350.6,27020526.0,27233962.6,1112388.0,1112388.0,-6.857282
18561599,S9,MSME,23927.589198,6801835.915072,623000,0.0,7448763.50427,790964.0,866682.600001,790964.0,866682.600001,,,-98.005193
12544356,S9,MSME,2553429.237146,0.0,1032000,0.0,3585429.237146,2377018.0,61466486.866667,1271061.0,60360529.866667,1105957.0,1105957.0,-27.360022
10487001,S9,MSME,1128249.47206,0.0,1896000,0.0,3024249.47206,2015513.0,12776197.366668,934377.0,11696525.366667,1081136.0,1079672.000001,-40.497527
18571313,S9,MSME,2076263.942319,0.0,795000,0.0,2871263.942319,22528587.0,22634589.0,22528587.0,22634589.0,,,-10.778761
7735171,S9,MSME,2202491.721281,0.0,350000,0.0,2552491.721281,86614337.0,54727322.266666,86614337.0,54727322.266666,,,-0.266017
6588422,S9,MSME,13441618.499626,0.0,0,0.0,13441618.499626,228785341.0,495039342.6,228785341.0,495039342.6,,,50.57983
17996837,S9,MSME,35373.306638,0.0,2334000,0.0,2369373.306638,207120.0,888760.0,207120.0,888760.0,,,-84.551613
14862541,S9,MSME,551187.872609,50082191.780832,2875000,0.0,53508379.653441,2427.0,244844.266665,2427.0,244844.266665,,,-77.472833
5518720,S9,SME,29145.368478,0.0,140000,0.0,694265.867319,1014250.0,1010703.1,1014250.0,1010703.1,,,-112.65905
10335757,S9,MSME,1146647.655903,0.0,1166572,0.0,2313219.655903,40979560.0,79322616.333333,40979560.0,79322616.333333,,,-0.765685
13109877,S9,MSME,47999.275934,0.0,885000,0.0,932999.275934,190820.0,1091854.666666,190820.0,1091854.666666,,,-94.10367
12938456,S9,SME,226481.125048,0.0,1260000,0.0,1486481.125048,4937587.0,5021729.733332,2797033.0,2889203.9,2140554.0,2132525.833332,-49.109168
12656500,S9,MSME,343517.986177,0.0,2331000,0.0,2674517.986177,8697645.0,23555243.533334,8697645.0,23555243.533334,,,-13.862836
5000616,S9,MSME,14064.468547,5678377.054772,1396500,0.0,7088941.523319,105540.0,175835.033332,105540.0,175835.033332,,,-94.986683
5101247,S9,NONE,3002235.667532,0.0,3010000,0.0,6012235.667532,71573566.0,93985695.06667,70487429.0,92913859.666669,1086137.0,1071835.400001,0.511877
5110499,S9,SME,3347615.611987,0.0,2667000,0.0,6014615.611987,5045309.0,70358863.566666,5045309.0,70358863.566666,,,-9.555861
8949850,S9,MSME,9308743.852974,0.0,16973924,24773015.2,51055683.052974,69075756.0,175068494.2,68011820.0,174006599.333333,1063936.0,1061894.866667,27.68596
7997804,S9,MSME,16629503.549163,215516778.083064,133270764,0.0,365417045.632227,39337242.0,56738382.0,38110782.0,55516103.666668,1226460.0,1222278.333332,20.17192
18929418,S9,MSME,1496648.477916,0.0,1386000,0.0,2882648.477916,26172618.0,26283690.466665,25108500.0,25220413.166666,1064118.0,1063277.299999,-16.235031
8610527,S9,MSME,8284.912942,0.0,0,0.0,8284.912942,295739.0,289240.366667,76078.0,76078.0,219661.0,213162.366667,-117.26971
14563763,S9,SME,2346868.689182,502435172.602886,1506000,0.0,506288041.292068,1247685.0,1338862.066667,183180.0,275558.4,1064505.0,1063303.666667,-77.46533
13404455,S9,MSME,243703.557302,168568094.000432,4620000,0.0,173431797.557734,5694444.0,5970497.533332,5588042.0,5864263.533332,106402.0,106234.0,-21.397557
14580114,S9,MSME,82522.162328,0.0,218000,0.0,300522.162328,1085107.0,1084626.599999,21058.0,21058.0,1064049.0,1063568.599999,-104.011225
10256354,S9,MSME,1475785.042338,88575421.80873,12564000,0.0,102615206.851068,41115699.0,18891259.866667,41005869.0,18785362.866666,109830.0,105897.000001,7.729253
11878380,S9,SME,21786812.735248,56379496.198108,5181510,0.0,83347818.933356,320986720.0,252168151.8,315666137.0,246851772.066667,5320583.0,5316379.733333,66.196482
14944522,S9,MSME,4454.564704,0.0,0,0.0,4454.564704,549152.0,528630.399999,,,549152.0,528630.399999,-97.176506
6862283,S9,MSME,57434.599584,0.0,1150000,0.0,1207434.599584,1831280.0,1882463.5,1831280.0,1882463.5,,,-47.971038
6932679,S9,MSME,238739.640773,0.0,690000,0.0,928739.640773,8907213.0,11402604.3,8907213.0,11402604.3,,,-34.795453
19431076,S9,MSME,1600429.693298,0.0,2850736,1789500.0,6240665.693298,6196155.94,6478747.528003,6196155.94,6478747.528003,,,-20.323495
11665113,S9,MSME,615211.001534,98404109.58886,1402000,0.0,100421320.590394,4269167.0,8982319.099999,4269167.0,8982319.099999,,,-24.828862
19421667,S9,MSME,673584.88189,0.0,1880060,0.0,2553644.88189,3025384.0,3179238.433333,2025384.0,2179238.433333,1000000.0,1000000.0,-41.56807
19431692,S9,MSME,14384099.077398,0.0,1152000,0.0,15536099.077398,465339078.0,435512164.633332,465339078.0,435512164.633332,,,65.288205
19618691,S9,NONE,20238.457092,0.0,0,0.0,20238.457092,1061314.0,1058103.7,61314.0,58103.7,1000000.0,1000000.0,-116.593861
14677084,S9,SME,1306675.805528,0.0,1848000,0.0,3154675.805528,2309284.0,2439509.366666,1255507.0,1388863.466666,1053777.0,1050645.9,-51.74842
17493402,S9,MSME,15616708.533896,0.0,22123464,0.0,37740172.533896,238507544.0,312639207.033333,237436115.0,311567778.033333,1071429.0,1071429.0,54.423701
19389665,S9,MSME,188048.458306,0.0,990000,0.0,17151379.426514,1146661.0,3480335.399999,92795.0,2429561.666666,1053866.0,1050773.733333,-68.497251
19234875,S9,NONE,20376.885532,0.0,0,0.0,20376.885532,1123043.0,1090551.099999,24740.0,24740.0,1098303.0,1065811.099999,-120.116186
15650068,S9,MSME,3405057.422112,0.0,2808000,0.0,6213057.422112,22881999.0,48974822.033333,21783696.0,47910721.033333,1098303.0,1064101.0,-10.031712
18961043,S9,MSME,13376161.160538,5763125.424658,2144000,0.0,21283286.585196,256003682.0,261195628.833332,255894909.0,261089059.766666,108773.0,106569.066666,36.716929
1462328,S9,NONE,22939684.196535,0.0,128523,0.0,23068207.196535,219648752.0,354343313.766666,69648752.0,204343313.766666,150000000.0,150000000.0,49.068763
19255806,S9,MSME,3312643.62603,0.0,225000,0.0,3537643.62603,125806738.0,80530660.700002,125806738.0,80530660.700002,,,5.387409
9894270,S9,SME,744132.480394,0.0,1840000,0.0,2584132.480394,2030241.0,2139502.400001,942515.0,1074658.900001,1087726.0,1064843.5,-54.88261
12682670,S9,MSME,132428.41094,14727945.20544,1200000,0.0,16060373.61638,1362021.0,1464687.666667,315021.0,417687.666667,1047000.0,1047000.0,-86.52804
19310985,S9,SME,2199899.992536,111531131.32008,3550498,0.0,117281529.312616,13556921.0,19506613.866666,13556921.0,19506613.866666,,,1.431905
19311286,S9,MSME,16924935.815532,0.0,1734000,0.0,18658935.815532,268766448.0,265229834.666667,268766448.0,265229834.666667,,,48.800132
20663506,S9,NONE,9195234.196688,0.0,1562400,0.0,10757634.196688,36949458.0,397306225.366666,36949458.0,397306225.366666,,,35.857432
20648172,S9,NONE,31049.088206,29580821.91791,16756818,0.0,46368689.006116,2044266.0,1898976.466667,2044266.0,1898976.466667,,,-38.075397
20658776,S9,MSME,4092640.252349,44881247.734239,298000,0.0,49271887.986588,187404.0,111387131.833333,187404.0,111387131.833333,,,-31.322475
13709281,S9,SME,7564639.015558,13168767.123273,0,0.0,20733406.138831,46318805.0,399040346.266667,46318805.0,399040346.266667,,,30.54351
1244049,S9,SME,104119817.12981,0.0,25004700,0.0,129124517.12981,5203302999.0,5234282970.9,203302999.0,234282970.9,5000000000.0,5000000000.0,129.497572
19086642,S9,SME,89780.765948,5225451.817602,1374000,0.0,6689232.58355,5238830.0,5330203.333333,238830.0,330203.333333,5000000.0,5000000.0,-51.172992
20283573,S9,USME,528057.21668,0.0,5758810,0.0,6286867.21668,17990946.43,18195200.022669,17990946.43,18195200.022669,,,-4.040507
20282304,S9,SME,23497921.684854,110930477.601152,2472025,0.0,136900424.286006,252097429.0,1475877894.333334,252097429.0,1475877894.333334,,,70.577231
15803581,S9,NONE,7348707.019574,0.0,1128000,0.0,8476707.019574,323548122.0,185568820.1,323548122.0,185568820.1,,,55.019755
20287771,S9,SME,108302284.408878,0.0,2688000,0.0,110990284.408878,10000042956.0,10000042956.0,42956.0,42956.0,10000000000.0,10000000000.0,74.045122
20298667,S9,NONE,82017.005802,0.0,1520250,0.0,1602267.005802,420724.0,619613.166666,420724.0,619613.166666,,,-83.828988
