Label name,Feature type,Feature name,Column name,Bin,Number customer,Contribution,Conversion rate,Event_cnt,Non_event_cnt,Dist_event,Dist_non_event,ChiSquare,P_value,CramerV,CramerV_remark,WOE,IV,score
IS_CASA_50M_ACTUAL_BAL_LCL,continuous,ACTUAL_BAL_LCL_SAVING_D0,ACTUAL_BAL_LCL_SAVING_D0,"(-inf, 108144.5]",879,1.049402,0.192264,169,710,0.614769,1.261729,1993.175542,0.0,0.154259,Medium,-0.718991,0.004652,-0.645495
IS_CASA_50M_ACTUAL_BAL_LCL,continuous,ACTUAL_BAL_LCL_SAVING_D0,ACTUAL_BAL_LCL_SAVING_D0,"(108144.5, 1049293.0]",3702,4.419665,0.199622,739,2963,2.68825,5.265496,1993.175542,0.0,0.154259,Medium,-0.672285,0.017326,-2.404367
IS_CASA_50M_ACTUAL_BAL_LCL,continuous,ACTUAL_BAL_LCL_SAVING_D0,ACTUAL_BAL_LCL_SAVING_D0,"(1049293.0, 1314363.5]",7895,9.425515,0.203927,1610,6285,5.856675,11.168965,1993.175542,0.0,0.154259,Medium,-0.645557,0.034294,-4.758914
IS_CASA_50M_ACTUAL_BAL_LCL,continuous,ACTUAL_BAL_LCL_SAVING_D0,ACTUAL_BAL_LCL_SAVING_D0,"(1314363.5, 5912594.0]",868,1.036269,0.248848,216,652,0.78574,1.158658,1993.175542,0.0,0.154259,Medium,-0.388391,0.001448,-0.20099
IS_CASA_50M_ACTUAL_BAL_LCL,continuous,ACTUAL_BAL_LCL_SAVING_D0,ACTUAL_BAL_LCL_SAVING_D0,"(5912594.0, 116189568.0]",812,0.969413,0.358374,291,521,1.058567,0.92586,1993.175542,0.0,0.154259,Medium,0.133948,0.000178,0.024667
IS_CASA_50M_ACTUAL_BAL_LCL,continuous,ACTUAL_BAL_LCL_SAVING_D0,ACTUAL_BAL_LCL_SAVING_D0,"(116189568.0, 2763283712.0]",819,0.97777,0.601954,493,326,1.793379,0.579329,1993.175542,0.0,0.154259,Medium,1.129987,0.013719,1.903713
IS_CASA_50M_ACTUAL_BAL_LCL,continuous,ACTUAL_BAL_LCL_SAVING_D0,ACTUAL_BAL_LCL_SAVING_D0,"(2763283712.0, inf]",1126,1.344285,0.703375,792,334,2.881048,0.593546,1993.175542,0.0,0.154259,Medium,1.579795,0.036138,5.014802
IS_CASA_50M_ACTUAL_BAL_LCL,continuous,ACTUAL_BAL_LCL_SAVING_D0,ACTUAL_BAL_LCL_SAVING_D0,Missing,67661,80.77768,0.34259,23180,44481,84.321571,79.046417,1993.175542,0.0,0.154259,Medium,0.064602,0.003408,0.472907
IS_CASA_50M_ACTUAL_BAL_LCL,continuous,AVG_AMT_LCL_SAVING_D0,AVG_AMT_LCL_SAVING_D0,"(-inf, 107824.203]",978,1.164716,0.185072,181,797,0.656535,1.413121,2031.937594,0.0,0.155559,Medium,-0.76658,0.0058,-0.798312
IS_CASA_50M_ACTUAL_BAL_LCL,continuous,AVG_AMT_LCL_SAVING_D0,AVG_AMT_LCL_SAVING_D0,"(107824.203, 1051524.438]",3930,4.680299,0.202545,796,3134,2.887301,5.556738,2031.937594,0.0,0.155559,Medium,-0.654689,0.017477,-2.405534
IS_CASA_50M_ACTUAL_BAL_LCL,continuous,AVG_AMT_LCL_SAVING_D0,AVG_AMT_LCL_SAVING_D0,"(1051524.438, 2432653.75]",8131,9.683336,0.204895,1666,6465,6.043019,11.462766,2031.937594,0.0,0.155559,Medium,-0.6402,0.034697,-4.77586
IS_CASA_50M_ACTUAL_BAL_LCL,continuous,AVG_AMT_LCL_SAVING_D0,AVG_AMT_LCL_SAVING_D0,"(2432653.75, 59933614.0]",1069,1.273089,0.314312,336,733,1.21876,1.299645,2031.937594,0.0,0.155559,Medium,-0.064257,5.2e-05,-0.007154
IS_CASA_50M_ACTUAL_BAL_LCL,continuous,AVG_AMT_LCL_SAVING_D0,AVG_AMT_LCL_SAVING_D0,"(59933614.0, 1239051264.0]",827,0.984887,0.541717,448,379,1.625014,0.671986,2031.937594,0.0,0.155559,Medium,0.883034,0.008416,1.15835
IS_CASA_50M_ACTUAL_BAL_LCL,continuous,AVG_AMT_LCL_SAVING_D0,AVG_AMT_LCL_SAVING_D0,"(1239051264.0, inf]",1373,1.635127,0.700655,962,411,3.489427,0.728723,2031.937594,0.0,0.155559,Medium,1.566198,0.043238,5.951457
IS_CASA_50M_ACTUAL_BAL_LCL,continuous,AVG_AMT_LCL_SAVING_D0,AVG_AMT_LCL_SAVING_D0,Missing,67661,80.578547,0.34259,23180,44481,84.079945,78.867021,2031.937594,0.0,0.155559,Medium,0.064005,0.003337,0.459252
